2181,12,1,8405
2179.8,21,-1.2,8402
2180.6,7,0.8,8404
2180,12,-0.6,8411
2180,60,0,8456
2180.4,7,0.4,8457
2180,23,-0.4,8471
2179.8,27,-0.2,8493
2179.4,13,-0.4,8503
2180.2,37,0.8,8526
2179.4,10,-0.8,8532
2179,6,-0.4,8534
2178.4,36,-0.6,8537
2178.8,8,0.4,8539
2177.6,7,-1.2,8541
2176,35,-1.6,8545
2175.4,24,-0.6,8547
2177,30,1.6,8552
2176.2,14,-0.8,8549
2176,8,-0.2,8548
2176,15,0,8545
2176.4,2,0.4,8545
2175,8,-1.4,8548
2175.8,10,0.8,8550
2173.4,18,-2.4,8557
2173,36,-0.4,8562
2172,19,-1,8562
2172.8,35,0.8,8566
2172.6,9,-0.2,8572
2173,14,0.4,8573
2173,7,0,8572
2174.4,10,1.4,8574
2173.8,11,-0.6,8573
2174,9,0.2,8574
2172.8,4,-1.2,8577
2172.6,11,-0.2,8581
2172.6,2,0,8581
2172,4,-0.6,8584
2171.4,16,-0.6,8582
2170.8,119,-0.6,8673
2171.8,12,1,8674
2172.2,19,0.4,8685
2173,19,0.8,8691
2172.4,5,-0.6,8692
2174.2,23,1.8,8685
2174.2,22,0,8681
2174.6,2,0.4,8680
2174.4,4,-0.2,8680
2173.8,4,-0.6001,8682
2174.2,6,0.4001,8685
2174,3,-0.2,8685
2174,9,0,8684
2175.2,14,1.2,8682
2174.2,6,-1,8682
2174.6,6,0.4,8682
2175,12,0.4,8684
2174.6,5,-0.4,8684
2173.8,4,-0.8001,8686
2173.2,1,-0.5999,8687
2173.6,5,0.4,8686
2172.6,4,-1,8687
2172.8,2,0.2,8686
2173,1,0.2,8687
2173.4,1,0.4,8687
2173.6,1,0.2,8688
2174.4,13,0.8,8691
2174.8,13,0.4,8691
2173.4,1,-1.4,8691
2172.4,11,-1,8694
2171.8,12,-0.6,8687
2171.8,3,-0.0001,8689
2171.8,12,0.0001,8698
2171.2,4,-0.6,8698
2171.8,2,0.6,8699
2171,22,-0.8,8694
2172,14,1,8694
