7587,7,8.2,47
7587,0,0,47
7587,0,0,47
7559.2,7,-27.8,47
7558,5,-1.2,52
7559.2,6,1.2,47
7549.8,3,-9.4,46
7617.4,6,67.6,50
7617.8,1,0.4,49
7595.6,2,-22.2,49
7608,1,12.4,50
7616,2,8,52
7617.8,1,1.8,53
7618,3,0.2,51
7618,0,0,51
7625.6,3,7.6,54
7641.6,9,16,63
7618.2,7,-23.4,63
7641.6,3,23.4,66
7641.6,0,0,66
7626.2,3,-15.4,68
7626.2,0,0,68
7631.8,1,5.6,69
7631.8,0,0,69
7631.8,0,0,69
7631.8,0,0,69
7632,4,0.2,72
7629,3,-3,73
7629,0,0,73
7637.6,2,8.6,75
7637.6,0,0,75
7637.6,0,0,75
7637.6,0,0,75
7640,5,2.4,79
7647.8,2,7.8,80
7647.8,0,0,80
7667,1,19.2,81
7700.8,3,33.8,83
7700.8,0,0,83
7733,8,32.2,88
7733,0,0,88
7702.6,6,-30.4,93
7718,1,15.4,93
7692.2,1,-25.8,93
7708,3,15.8,94
7708,0,0,94
7721.8,5,13.8,97
7721.8,0,0,97
7721.8,0,0,97
7734,2,12.2,99
7717.8,3,-16.2,101
7698.4,1,-19.4,102
7698.4,0,0,102
7705,1,6.6,102
7739,1,34,103
7739,0,0,103
7740,3,1,102
7701.6,1,-38.4,102
7701.6,0,0,102
7701.6,0,0,102
7701.6,0,0,102
7701.6,0,0,102
7701.4,3,-0.2,102
7701.4,0,0,102
7701.4,0,0,102
7701.4,0,0,102
7701.4,0,0,102
7733.4,1,32,102
7733.4,0,0,102
7760,1,26.6,103
7760,0,0,103
7780,3,20,105
7769.8,2,-10.2,106
7793,3,23.2,108
7793,0,0,108
7763.2,1,-29.8,108
7763.2,0,0,108
7763.2,0,0,108
7763.2,0,0,108
7755,1,-8.2,108
7755,0,0,108
7757,1,2,108
7745.2,1,-11.8,108
7745.2,0,0,108
7745.2,0,0,108
7745,1,-0.2,107
7745,0,0,107
7745,0,0,107
7745,0,0,107
7745,0,0,107
7750.2,1,5.2,108
7750.2,0,0,108
7750.2,0,0,108
7750.2,0,0,108
7750.2,0,0,108
7750.2,0,0,108
7730,1,-20.2,107
7730,0,0,107
7725,1,-5,107
7725,0,0,107
7725,0,0,107
7725,0,0,107
7727.2,12,2.2,117
7730,14,2.8,126
7730,0,0,126
7729.4,2,-0.6,125
7729.4,0,0,125
7729.4,0,0,125
7729.4,0,0,125
7729.4,0,0,125
7729.4,0,0,125
7729.2,3,-0.2,128
7730,10,0.8,138
7730,0,0,138
7701.6,4,-28.4,139
7698.2,2,-3.4,138
7698.2,0,0,138
7698.2,0,0,138
7689,1,-9.2,138
7689,0,0,138
7689,0,0,138
7689,0,0,138
7702.4,1,13.4,139
7675.2,1,-27.2,139
7675.2,0,0,139
7675.2,0,0,139
7705.2,1,30,139
7700,1,-5.2,139
7695.4,2,-4.6,139
7686.8,1,-8.6,140
7682.8,1,-4,140
7682.8,0,0,140
7696.2,1,13.4,140
7696.2,0,0,140
7696.2,0,0,140
7705.8,5,9.6,144
7705.8,0,0,144
7689.6,2,-16.2,142
7691.2,1,1.6,142
7691.2,0,0,142
7691.2,0,0,142
7691.2,0,0,142
7687,1,-4.2,143
7687,0,0,143
7687,0,0,143
7687,0,0,143
7681.8,1,-5.2,144
7690,6,8.2,150
7690,2,0,151
7689.6,2,-0.4,151
7690,2,0.4,152
7690,0,0,152
7690,1,0,153
7690,0,0,153
7675,1,-15,154
7680,6,5,160
7680,0,0,160
7680,0,0,160
7680,0,0,160
7680,5,0,162
7666,1,-14,162
7666,0,0,162
7670,3,4,165
7670,3,0,168
7666.8,2,-3.2,170
7666.8,0,0,170
7666.8,0,0,170
7679.8,2,13,170
7679.8,0,0,170
7675,1,-4.8,171
7674.8,3,-0.2,170
7674.8,0,0,170
7666,5,-8.8,172
7661,2,-5,173
7670,2,9,173
7670,0,0,173
7670,0,0,173
7661,4,-9,173
7661,2,0,173
7661,0,0,173
7661,2,0,173
7661,0,0,173
7661,0,0,173
7661,1,0,174
7661,0,0,174
7661,0,0,174
7661,0,0,174
7663.4,5,2.4,176
7663.4,0,0,176
7652,1,-11.4,177
7652,0,0,177
7626,1,-26,176
7626,0,0,176
7619.8,2,-6.2,176
7619.8,0,0,176
7619.8,0,0,176
7619.8,0,0,176
7619.8,0,0,176
7570.6,3,-49.2,175
7570.6,0,0,175
7562.8,4,-7.8,177
7562.8,0,0,177
7563.8,4,1,181
7563.8,0,0,181
7551,1,-12.8,180
7551,0,0,180
7565,3,14,182
7565,0,0,182
7565,0,0,182
7570,1,5,182
7550.4,11,-19.6,185
7560.2,1,9.8,185
7560.2,0,0,185
7564.4,7,4.2,190
7560.2,9,-4.2,195
7560,1,-0.2,196
7567.8,1,7.8,195
7567.8,0,0,195
7568.8,5,1,198
7568.8,3,0,198
7568.8,0,0,198
7568.8,0,0,198
7567.8,1,-1,198
7566,1,-1.8,198
7568,3,2,201
7558,7,-10,206
7566.8,1,8.8,206
7568,3,1.2,208
7565.8,6,-2.2,212
7565.8,0,0,212
7570.8,1,5,212
7570.8,0,0,212
7570.8,0,0,212
7580,3,9.2,212
7595,4,15,214
7595,0,0,214
7595,0,0,214
7575,6,-20,219
7576.4,1,1.4,220
7563.8,10,-12.6,228
7584.8,0,0,226
7588.4,2,3.6,226
7600,2,11.6,225
7600,0,0,225
7600,0,0,225
7614.4,1,14.4,226
7653.8,1,39.4,226
7615.2,2,-38.6,226
7656.4,2,41.2,226
7663.6,7,7.2,232
7663.6,0,0,232
7663.6,0,0,232
7608.8,1,-54.8,232
7608.8,0,0,232
7608.2,2,-0.6,234
7608.2,0,0,234
7637.6,1,29.4,234
7637.6,0,0,234
7637.6,0,0,234
7664.2,6,26.6,240
7699.8,3,35.6,237
7699.8,0,0,237
7700,1,0.2,237
7700,3,0,237
7700,0,0,237
7706.2,1,6.2,237
7706.2,0,0,237
7671.2,1,-35,237
7674.2,5,3,241
7672.2,3,-2,243
7672.2,3,0,244
7645,1,-27.2,243
7645,0,0,243
7645,0,0,243
7650.2,2,5.2,244
7645.2,2,-5,245
7642.4,5,-2.8,246
7642,1,-0.4,247
7645,7,3,250
7645,3,0,252
7640.2,5,-4.8,252
7627.6,3,-12.6,253
7635,3,7.4,253
7635,0,0,253
7620,2,-15,254
7618,1,-2,255
7614.4,3,-3.6,254
7591.8,10,-22.6,253
7591.8,0,0,253
7591.8,0,0,253
7591.8,0,0,253
7590,1,-1.8,253
7589.8,1,-0.2,253
7589.8,0,0,253
7556,6,-33.8,257
7556,0,0,257
7556,0,0,257
7560,1,4,257
7560,0,0,257
7560,0,0,257
7557,1,-3,257
7557,0,0,257
7575.8,4,18.8,257
7560,3,-15.8,258
7556,6,-4,261
7580,8,24,261
7556.8,4,-23.2,261
7556.8,0,0,261
7565,3,8.2,262
7565,0,0,262
7570,4,5,265
7570,1,0,265
7554.6,1,-15.4,265
7545.2,1,-9.4,266
7564.6,1,19.4,266
7570,1,5.4,266
7570,1,0,267
7570,0,0,267
7549.8,1,-20.2,267
7549.8,0,0,267
7550,3,0.2,270
7550,0,0,270
7550,0,0,270
7550,2,0,271
7550,1,0,272
7541.6,2,-8.4,271
7570,3,28.4,273
7560.6,7,-9.4,278
7573,2,12.4,280
7573,1,0,280
7590,16,17,294
7599.8,1,9.8,294
7599.8,0,0,294
7599.8,0,0,294
7600,2,0.2,295
7600,0,0,295
7579,1,-21,296
7579,0,0,296
7579,0,0,296
7579,0,0,296
7579,0,0,296
7590,1,11,297
7590,3,0,300
7590,0,0,300
7580,4,-10,302
7574.4,3,-5.6,302
7597,3,22.6,302
7609.8,7,12.8,303
7609.8,7,0,308
7609.6,2,-0.2,308
7609.6,0,0,308
7604.6,1,-5,307
7581.2,1,-23.4,308
7581,5,-0.2,307
7581.4,4,0.4,310
7575,4,-6.4,311
7573,1,-2,311
7573,0,0,311
7573,0,0,311
7573,0,0,311
7573,0,0,311
7573,0,0,311
7573,0,0,311
7573,0,0,311
7573,0,0,311
7574.4,3,1.4,313
7586.8,3,12.4,313
7596.6,1,9.8,314
7576,1,-20.6,313
7570.2,3,-5.8,316
7570.2,0,0,316
7575.6,1,5.4,316
7575.6,0,0,316
7592.8,1,17.2,317
7592.8,0,0,317
7592.8,0,0,317
7592.8,0,0,317
7592.8,0,0,317
7592.8,0,0,317
7592.8,0,0,317
7592.8,0,0,317
7580.4,2,-12.4,317
7580.4,0,0,317
7573.8,1,-6.6,318
7573.8,0,0,318
7581.2,1,7.4,317
7572.8,1,-8.4,318
7572.8,0,0,318
7580.2,1,7.4,317
7571,1,-9.2,318
7574.8,1,3.8,318
7570.2,2,-4.6,317
7570.2,0,0,317
7570.2,0,0,317
7571.2,1,1,317
7571.2,1,0,318
7582.8,1,11.6,318
7582.8,0,0,318
7571,4,-11.8,321
7571,2,0,321
7563.4,1,-7.6,321
7561.2,2,-2.2,323
7550,3,-11.2,323
7564,1,14,324
7541,1,-23,324
7527.4,3,-13.6,323
7527.4,0,0,323
7569.2,1,41.8,323
7569.2,0,0,323
7569.2,1,0,322
7560,2,-9.2,324
7560,1,0,325
7560,0,0,325
7569.8,2,9.8,327
7569.8,0,0,327
7569.8,0,0,327
7558.2,3,-11.6,327
7558.2,0,0,327
7570,2,11.8,329
7570,0,0,329
7570,0,0,329
7570,0,0,329
7570,1,0,330
7580,3,10,331
7560.2,6,-19.8,334
7560.2,4,0,336
7560.2,0,0,336
7569.8,5,9.6,334
7569.8,0,0,334
7558,1,-11.8,335
7560,2,2,335
7570,1,10,335
7570,0,0,335
7570,0,0,335
7570,0,0,335
7564,7,-6,335
7575,3,11,337
7572.2,1,-2.8,337
7561.2,1,-11,336
7561.2,1,0,336
7570,2,8.8,336
7561.2,2,-8.8,335
7580,3,18.8,336
7580,5,0,336
7575.2,7,-4.8,336
7588.8,4,13.6,337
7590,2,1.2,339
7587,2,-3,338
7592,3,5,340
7586,1,-6,340
7578,5,-8,342
7593,5,15,343
7595.8,1,2.8,342
7595.8,1,0,342
7595.8,2,0,344
7595.8,0,0,344
7600,6,4.2,343
7605,3,5,344
7609.8,6,4.8,348
7610,3,0.2,347
7610,2,0,349
7603.8,1,-6.2,349
7620,2,16.2,349
7620,1,0,350
7620,0,0,350
7620,0,0,350
7620,0,0,350
7601.4,1,-18.6,351
7578.8,4,-22.6,350
7580,2,1.2,349
7557.2,1,-22.8,349
7554,1,-3.2,350
7554,0,0,350
7554,0,0,350
7554,0,0,350
7550,1,-4,350
7550,0,0,350
7552.4,5,2.4,353
7552,6,-0.4,358
7553,6,1,357
7468,2,-29,370
7451,22,-17,386
7452,1,1,385
7450,3,-2,386
7418.2,1,-31.8,386
7448,1,29.8,385
7448,0,0,385
7455,1,7,384
7463,4,8,384
7460,1,-3,385
7460,0,0,385
7460,0,0,385
7484.4,5,24.4,388
7474.4,2,-10,388
7474.4,0,0,388
7490,4,15.6,390
7490,3,0,393
7489.8,2,-0.2,394
7500,14,10.2,401
7482.2,1,-17.8,401
7472.4,1,-9.8,402
7451,4,-21.4,402
7470.8,1,19.8,402
7452.2,1,-18.6,401
7452.2,0,0,401
7452.2,0,0,401
7466.8,2,14.6,401
7470,3,3.2,402
7452.6,1,-17.4,402
7452.6,0,0,402
7452.6,0,0,402
7452.6,0,0,402
7477.8,1,25.2,402
7467.8,1,-10,402
7467.8,0,0,402
7475.6,1,7.8,403
7475.6,0,0,403
7477.8,6,2.2,407
7475.2,4,-2.6,407
7475.4,3,0.2,409
7488.6,3,13.2,410
7488.6,0,0,410
7471.2,7,-17.4,414
7469.4,3,-1.8,413
7478,3,8.6,413
7469.6,3,-8.4,414
7474.4,1,4.8,414
7476,1,1.6,414
7478,3,2,415
7463.2,1,-14.8,415
7474.8,1,11.6,415
7478,13,3.2,424
7478,0,0,424
7480,11,2,431
7463,5,-17,435
7488.8,9,25.8,443
7488.8,0,0,443
7502,3,13.2,443
7500,1,-2,443
7500,0,0,443
7500,0,0,443
7490.2,2,-9.8,443
7490.2,0,0,443
7490.2,0,0,443
7490.2,0,0,443
7490.2,0,0,443
7490.2,0,0,443
7500,5,9.8,442
7492,3,-8,443
7519.2,1,27.2,443
7525,4,5.8,444
7520,2,-5,444
7519,1,-1,443
7505,1,-14,444
7514,2,9,444
7514,0,0,444
7514,0,0,444
7514,0,0,444
7514,0,0,444
7514,0,0,444
7525,2,11,443
7526.8,1,1.8,442
7526.8,1,0,441
7526.8,0,0,441
7507,1,-19.8,441
7511.4,1,4.4,442
7519.6,1,8.2,442
7514,2,-5.6,441
7514,0,0,441
7514,0,0,441
7527.4,1,13.4,441
7527.4,0,0,441
7520,1,-7.4,441
7531,3,11,442
7528.6,1,-2.4,442
7523,5,-5.6,443
7523,2,0,445
7530,1,7,445
7530,0,0,445
7518,2,-12,446
7518,0,0,446
7502.4,7,-15.6,444
7502.4,0,0,444
7502.4,0,0,444
7511,2,8.6,445
7511,0,0,445
7491,2,-20,444
7509.4,1,18.4,445
7509.4,0,0,445
7509.4,0,0,445
7509.4,0,0,445
7509.4,0,0,445
7509.4,0,0,445
7509.4,0,0,445
7490,1,-19.4,446
7465.6,1,-24.4,446
7481.6,1,16,445
7480.8,1,-0.8,445
7504,3,23.2,447
7506,1,2,446
7506,0,0,446
7506,0,0,446
7514.4,2,8.4,445
7516,1,1.6,445
7516,0,0,445
7516,0,0,445
7516,0,0,445
7510,1,-6,445
7501.2,1,-8.8,446
