7643.7,2.5645e+08,-61.719
7620,1.6607e+08,-23.703
7609.5,1.7671e+08,-10.523
7611.4,1.9592e+08,1.8774
7627.5,1.372e+08,16.059
7648.1,1.296e+08,20.664
7666.2,1.1678e+08,18.071
7677.5,1.0755e+08,11.341
7684.1,1.1803e+08,6.579
7683.5,1.1464e+08,-0.5716
7681.7,1.1663e+08,-1.7975
7678.8,1.0027e+08,-2.9645
7693.3,1.0646e+08,14.476
7709.3,1.0863e+08,16.06
7726.5,1.1883e+08,17.154
7740.2,9.2054e+07,13.689
7757.5,9.4776e+07,17.311
7772.5,9.556e+07,15.033
7781.8,8.5666e+07,9.3332
7787.8,9.3958e+07,5.9846
7785.6,9.4336e+07,-2.2142
7775,9.9562e+07,-10.644
7764,8.9105e+07,-10.96
7749.2,7.9198e+07,-14.749
7737.9,8.1625e+07,-11.368
7736.1,6.5922e+07,-1.7635
7745.5,6.9092e+07,9.3892
7755.7,6.2584e+07,10.162
7767.9,6.1239e+07,12.216
7776.1,5.2888e+07,8.1671
7779,6.5302e+07,2.9972
7778.9,6.1998e+07,-0.1265
7779.7,6.1431e+07,0.7489
7783.2,5.7942e+07,3.5463
7791.5,5.6038e+07,8.2545
7801.4,5.8716e+07,9.9237
7809.7,5.7719e+07,8.3355
7820,5.9405e+07,10.298
7826.5,5.865e+07,6.4336
7834.7,6.5642e+07,8.2835
7841.4,6.2401e+07,6.6624
7840.6,7.2204e+07,-0.8464
7834.9,7.5553e+07,-5.6515
7829.1,6.7642e+07,-5.8527
7826.4,5.2802e+07,-2.6962
7830.8,5.1196e+07,4.3887
7837.2,5.2783e+07,6.4197
7847,5.276e+07,9.8749
7854.7,4.8913e+07,7.6822
7860.1,5.341e+07,5.3531
7863.4,6.0355e+07,3.3068
7862,6.0809e+07,-1.3829
7858.4,5.2493e+07,-3.6364
7852.9,5.1456e+07,-5.482
7851.2,5.5105e+07,-1.7213
7856,4.7388e+07,4.8793
7862,4.6991e+07,5.9875
7864,4.7848e+07,1.9227
7865.7,5.3733e+07,1.7483
7864,5.1075e+07,-1.7069
7860.9,4.7937e+07,-3.0792
7855.4,5.9974e+07,-5.5177
7848.1,5.8083e+07,-7.3271
7843.1,5.1074e+07,-4.9745
7842.7,5.1708e+07,-0.4001
7846,4.4769e+07,3.2526
7849.6,4.1215e+07,3.6406
7855.7,4.2429e+07,6.1556
7861.8,4.9773e+07,6.0575
7869.3,4.2762e+07,7.4564
7875.6,4.5224e+07,6.3786
7882.6,4.4754e+07,6.9381
7890.1,4.9435e+07,7.5154
7896.1,5.3481e+07,5.974
7897.8,5.3815e+07,1.7076
7900.2,5.0558e+07,2.3773
7897.2,4.6679e+07,-2.984
7892.4,4.7333e+07,-4.7228
7887.9,4.3307e+07,-4.5133
7888.5,3.96e+07,0.5858
7895.9,4.4964e+07,7.3493
7905,4.8548e+07,9.1532
